,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
1735,Honda,Brio,1.2 S MT I VTEC,2013,"55,254km",Petrol,First Owner,Hatchback,Noida,249199.0
1736,Hyundai,Elite,i20 ASTA 1.2,2015,"55,683km",Petrol,First Owner,Hatchback,Noida,548199.0
1737,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2015,"54,595km",Petrol,Second Owner,Hatchback,Noida,398899.0
1738,Maruti,Wagon,R 1.0 LXI,2014,"51,274km",Petrol,Second Owner,Hatchback,Noida,244999.0
1739,Maruti,Alto,800 LXI,2018,"27,886km",Petrol,First Owner,Hatchback,Noida,272899.0
1740,Maruti,Wagon,R 1.0 VXI,2013,"55,563km",Petrol + CNG,First Owner,Hatchback,Noida,269999.0
1741,Hyundai,i10,MAGNA 1.1 IRDE2,2015,"47,820km",Petrol,Third Owner,Hatchback,Noida,276899.0
1742,Maruti,Baleno,ZETA 1.2 K12,2018,"11,025km",Petrol,First Owner,Hatchback,Noida,575299.0
1743,Hyundai,i10,SPORTZ 1.1 IRDE2,2015,"51,425km",Petrol,First Owner,Hatchback,Noida,287199.0
1744,Hyundai,i10,MAGNA 1.2,2009,"37,982km",Petrol,Second Owner,Hatchback,Noida,194199.0
1745,Hyundai,Elite,i20 MAGNA 1.2,2014,"50,701km",Petrol + CNG,Second Owner,Hatchback,Noida,400699.0
1746,Renault,Kwid,1.0 RXT,2017,"67,207km",Petrol,First Owner,Hatchback,Noida,254699.0
1747,Maruti,Swift,VXI,2018,"11,550km",Petrol,First Owner,Hatchback,Noida,509999.0
1748,Maruti,Swift,LXI,2012,"67,752km",Petrol,Second Owner,Hatchback,Noida,311899.0
1749,Maruti,Swift,VXI,2019,"14,327km",Petrol,First Owner,Hatchback,Noida,556199.0
1750,Renault,Kwid,RXT Opt,2016,"48,370km",Petrol,First Owner,Hatchback,Noida,272899.0
1751,Renault,Kwid,RXL,2016,"83,683km",Petrol,First Owner,Hatchback,Noida,216099.0
1752,Maruti,Baleno,DELTA 1.2 K12,2017,"82,917km",Petrol,First Owner,Hatchback,Noida,449199.0
1753,Hyundai,i10,MAGNA 1.2 KAPPA2,2010,"81,321km",Petrol,First Owner,Hatchback,Noida,189899.0
1754,Maruti,Swift,LXI 1.3,2009,"57,783km",Petrol,First Owner,Hatchback,Noida,152799.0
1755,Maruti,Alto,LXI,2008,"58,267km",Petrol,First Owner,Hatchback,Noida,109699.0
1756,Hyundai,i20,SPORTZ 1.2 VTVT,2012,"73,368km",Petrol,First Owner,Hatchback,Noida,315999.0
1757,Maruti,Baleno,DELTA 1.2 K12,2019,"14,295km",Petrol,First Owner,Hatchback,Noida,592199.0
1758,Chevrolet,Beat,LS PETROL,2011,"94,604km",Petrol,First Owner,Hatchback,Noida,156499.0
1759,Honda,Brio,1.2 EX MT I VTEC,2013,"67,484km",Petrol + CNG,Second Owner,Hatchback,Noida,255899.0
1760,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2014,"64,201km",Petrol,First Owner,Hatchback,Noida,359899.0
1761,Maruti,Baleno,ZETA 1.2 K12,2016,"54,356km",Petrol,First Owner,Hatchback,Noida,467399.0
1762,Hyundai,i20,SPORTZ 1.2 VTVT,2013,"64,072km",Petrol,Second Owner,Hatchback,Noida,300599.0
1763,Honda,Jazz,1.2 BASE I VTEC,2009,"75,136km",Petrol,Second Owner,Hatchback,Noida,208799.0
1764,Maruti,Alto,800 LXI,2014,"66,835km",Petrol,First Owner,Hatchback,Noida,211899.0
1765,Maruti,Alto,LXI,2020,"18,509km",Petrol,First Owner,Hatchback,Noida,309199.0
1766,Maruti,Swift,LXI,2018,"35,240km",Petrol,First Owner,Hatchback,Noida,432899.0
1767,Maruti,Swift,LXI OPT,2016,"75,973km",Petrol,First Owner,Hatchback,Noida,365099.0
1768,Hyundai,i20,ERA 1.2,2010,"96,465km",Petrol,First Owner,Hatchback,Noida,195299.0
1769,Maruti,Swift,LXI OPT,2015,"73,411km",Petrol,First Owner,Hatchback,Noida,342799.0
1770,Hyundai,Grand,i10 SPORTS 1.2 VTVT,2017,"65,194km",Petrol,First Owner,Hatchback,Noida,433199.0
1771,Maruti,Wagon,R 1.0 LXI,2013,"88,265km",Petrol,First Owner,Hatchback,Noida,241299.0
1772,Hyundai,Elite,i20 ASTA 1.2,2017,"45,517km",Petrol,First Owner,Hatchback,Noida,525499.0
1773,Maruti,Celerio,VXI AMT,2015,"64,935km",Petrol,First Owner,Hatchback,Noida,336499.0
1774,Maruti,Celerio,VXI CNG,2016,"1,00,966km",Petrol + CNG,Second Owner,Hatchback,Noida,336199.0
1775,Maruti,Celerio,VXI,2016,"68,278km",Petrol + CNG,First Owner,Hatchback,Noida,359599.0
1776,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2010,"1,20,582km",Petrol,Second Owner,Hatchback,Noida,189199.0
1777,Maruti,Swift,VDI ABS,2015,"62,806km",Diesel,First Owner,Hatchback,Noida,391499.0
1778,Maruti,Wagon,R 1.0 LXI CNG,2010,"76,923km",Petrol + CNG,First Owner,Hatchback,Noida,246599.0
1779,Maruti,Alto,800 LXI,2017,"52,578km",Petrol,Second Owner,Hatchback,Noida,239099.0
1780,Toyota,Etios,Liva GD SP,2012,"94,755km",Diesel,First Owner,Hatchback,Noida,271999.0
1781,Maruti,Baleno,DELTA 1.2 K12,2018,"48,884km",Petrol,First Owner,Hatchback,Noida,489599.0
1782,Hyundai,Santro,Xing GL PLUS,2011,"1,39,038km",Petrol,First Owner,Hatchback,Noida,156799.0
1783,Maruti,Baleno,ALPHA 1.2 K12,2018,"38,625km",Petrol,First Owner,Hatchback,Noida,645899.0
1784,Hyundai,Santro,Xing GLS,2008,"83,947km",Petrol,Second Owner,Hatchback,Noida,108999.0
1785,Maruti,Wagon,R LXI MINOR,2009,"1,12,057km",Petrol + CNG,First Owner,Hatchback,Noida,182799.0
1786,Toyota,Etios,Liva G,2012,"85,100km",Petrol,Second Owner,Hatchback,Noida,250199.0
1787,Hyundai,i20,MAGNA O 1.2,2010,"95,760km",Petrol + CNG,Second Owner,Hatchback,Noida,191399.0
1788,Hyundai,Elite,i20 1.4 CRDI ASTA (O),2016,"88,378km",Diesel,First Owner,Hatchback,Noida,489999.0
1789,Hyundai,i10,MAGNA 1.1 IRDE2,2015,"87,634km",Petrol + CNG,First Owner,Hatchback,Noida,274699.0
1790,Hyundai,Eon,D LITE PLUS,2013,"1,06,269km",Petrol,First Owner,Hatchback,Noida,211299.0
1791,Maruti,Baleno,ALPHA DDIS 190,2016,"69,278km",Diesel,First Owner,Hatchback,Noida,552599.0
1792,Maruti,Swift,VDI,2018,"46,707km",Diesel,Second Owner,Hatchback,Noida,557099.0
1793,Hyundai,i10,MAGNA 1.1 IRDE2,2013,"79,966km",Petrol + CNG,Third Owner,Hatchback,Noida,257099.0
1794,Maruti,Swift,VXI AMT,2018,"94,628km",Petrol + CNG,First Owner,Hatchback,Noida,482299.0
1795,Maruti,Wagon,R Stingray VXI,2014,"84,706km",Petrol,Second Owner,Hatchback,Noida,304699.0
1796,Maruti,Swift,LDI BS IV,2013,"82,786km",Diesel,Second Owner,Hatchback,Noida,259099.0
1797,Hyundai,Grand,i10 SPORTZ 1.1 CRDI,2014,"89,897km",Diesel,Second Owner,Hatchback,Noida,264799.0
1798,Maruti,Ritz,VXI BS IV,2010,"1,06,734km",Petrol + CNG,Third Owner,Hatchback,Noida,156399.0
1799,Maruti,Ritz,VXI GENUS,2010,"1,08,338km",Petrol,First Owner,Hatchback,Noida,222599.0
1800,Maruti,Swift,VDI,2018,"63,056km",Diesel,First Owner,Hatchback,Noida,549099.0
1801,Maruti,Wagon,R 1.0 LXI,2010,"1,04,870km",Petrol,Second Owner,Hatchback,Noida,179499.0
1802,Maruti,Alto,800 LXI CNG,2014,"1,01,288km",Petrol + CNG,First Owner,Hatchback,Noida,208999.0
1803,Maruti,Swift,VXI,2019,"3,59,904km",Petrol,First Owner,Hatchback,Noida,506099.0
1804,Maruti,Wagon,R 1.0 LXI CNG,2010,"1,76,287km",Petrol + CNG,First Owner,Hatchback,Noida,212499.0
1805,Maruti,Celerio,VDI,2015,"73,484km",Diesel,Second Owner,Hatchback,Noida,248999.0
1806,Maruti,Baleno,DELTA DDIS 190,2015,"95,711km",Diesel,First Owner,Hatchback,Noida,431899.0
1807,Maruti,Swift,VXI 1.3,2009,"1,18,666km",Petrol,First Owner,Hatchback,Noida,153199.0
1808,Maruti,Swift,VDI,2014,"1,17,196km",Diesel,First Owner,Hatchback,Noida,322399.0
1809,Maruti,Wagon,R 1.0 LXI CNG,2013,"2,06,644km",Petrol + CNG,First Owner,Hatchback,Noida,233499.0
1810,Maruti,Alto,K10 VXI,2015,"39,904km",Petrol,First Owner,Hatchback,Noida,213899.0
1811,Hyundai,i20,SPORTZ 1.2 VTVT,2013,"39,106km",Petrol,First Owner,Hatchback,Noida,339899.0
1812,Maruti,Swift,VXI,2011,"50,742km",Petrol,First Owner,Hatchback,Noida,258699.0
1813,Tata,Tiago,XT 1.2 REVOTRON,2019,"41,292km",Petrol + CNG,First Owner,Hatchback,Noida,403799.0
1814,Renault,Kwid,RXT,2016,"44,129km",Petrol + CNG,First Owner,Hatchback,Noida,268799.0
1815,Chevrolet,Beat,LT PETROL,2010,"43,033km",Petrol,Second Owner,Hatchback,Noida,136199.0
1816,Maruti,Alto,800 LXI,2019,"36,612km",Petrol,First Owner,Hatchback,Noida,271599.0
1817,Maruti,Swift,VXI,2012,"65,573km",Petrol + CNG,First Owner,Hatchback,Noida,250299.0
1818,Hyundai,i20,ASTA 1.2,2011,"61,798km",Petrol,Second Owner,Hatchback,Noida,230099.0
1819,Maruti,Celerio,VXI CNG,2016,"64,566km",Petrol + CNG,First Owner,Hatchback,Noida,396299.0
1820,Maruti,Alto,K10 LXI,2015,"93,206km",Petrol + CNG,Second Owner,Hatchback,Noida,212099.0
1821,Maruti,Wagon,R 1.0 VXI,2013,"95,840km",Petrol,First Owner,Hatchback,Noida,245399.0
1822,Hyundai,i20,MAGNA 1.2 VTVT,2009,"1,68,110km",Petrol,First Owner,Hatchback,Noida,188699.0
1823,Maruti,Ritz,VDI,2013,"96,288km",Diesel,First Owner,Hatchback,Noida,254799.0
1824,Maruti,Swift,LXI,2012,"40,551km",Petrol,First Owner,Hatchback,Noida,306099.0
1825,Hyundai,Grand,i10 SPORTS 1.2 VTVT,2015,"56,795km",Petrol,First Owner,Hatchback,Noida,385999.0
1826,Hyundai,Elite,i20 ASTA 1.2,2017,"11,100km",Petrol,First Owner,Hatchback,Noida,621199.0
1827,Maruti,Swift,VDI,2014,"38,605km",Diesel,First Owner,Hatchback,Noida,353099.0
1828,Maruti,Alto,K10 VXI,2016,"18,003km",Petrol,First Owner,Hatchback,Noida,261499.0
1829,Maruti,Alto,LXI,2020,"3,942km",Petrol,First Owner,Hatchback,Noida,373399.0
1830,Maruti,Swift,VDI ABS,2015,"52,490km",Diesel,First Owner,Hatchback,Noida,409099.0
1831,Renault,Kwid,RXL,2019,"16,416km",Petrol,First Owner,Hatchback,Noida,324299.0
1832,Maruti,Alto,K10 VXI AMT,2016,"2,26,232km",Petrol,First Owner,Hatchback,Noida,308099.0
1833,Toyota,Etios,Liva G,2011,"66,960km",Petrol,Second Owner,Hatchback,Noida,235099.0
1834,Maruti,Alto,K10 VXI,2018,"20,269km",Petrol,First Owner,Hatchback,Noida,340199.0
1835,Maruti,Alto,800 LXI,2017,"38,911km",Petrol,First Owner,Hatchback,Noida,271699.0
1836,Maruti,Swift,LDI BS IV,2015,"59,648km",Diesel,First Owner,Hatchback,Noida,368999.0
1837,Hyundai,i10,MAGNA 1.1 IRDE2,2011,"66,838km",Petrol,Second Owner,Hatchback,Noida,264299.0
1838,Maruti,Swift,VXI,2017,"24,813km",Petrol,First Owner,Hatchback,Noida,536299.0
1839,Hyundai,Elite,i20 1.2 SPORTS PLUS VTVT,2019,"24,019km",Petrol,First Owner,Hatchback,Noida,641299.0
1840,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2019,"21,602km",Petrol,Second Owner,Hatchback,Noida,489799.0
1841,Maruti,Alto,LXI,2019,"41,638km",Petrol,First Owner,Hatchback,Noida,337299.0
1842,Maruti,Alto,K10 VXI OPT,2016,"67,755km",Petrol,First Owner,Hatchback,Noida,275099.0
1843,Maruti,Swift,VDI,2012,"73,900km",Diesel,First Owner,Hatchback,Noida,322999.0
1844,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2015,"72,162km",Petrol,First Owner,Hatchback,Noida,356399.0
1845,Maruti,Swift,VXI,2013,"73,123km",Petrol,First Owner,Hatchback,Noida,334699.0
1846,Maruti,Swift,VDI,2013,"84,308km",Diesel,Second Owner,Hatchback,Noida,311699.0
1847,Maruti,Alto,K10 VXI,2015,"90,530km",Petrol,First Owner,Hatchback,Noida,254299.0
1848,Maruti,Alto,K10 VXI,2014,"69,763km",Petrol,Third Owner,Hatchback,Noida,231499.0
1849,Maruti,Alto,K10 VXI,2017,"1,06,867km",Petrol,First Owner,Hatchback,Noida,303799.0
1850,Renault,Kwid,RXT 1.0 EASY-R AT OPTION,2019,"77,841km",Petrol,First Owner,Hatchback,Noida,407499.0
1851,Maruti,Swift,VDI,2013,"1,04,098km",Diesel,First Owner,Hatchback,Noida,355599.0
1852,Maruti,Swift,VDI ABS,2015,"91,280km",Diesel,First Owner,Hatchback,Noida,383299.0
1853,Maruti,Swift,LDI BS IV,2012,"1,23,852km",Diesel,First Owner,Hatchback,Noida,234899.0
1854,Maruti,Alto,800 LXI,2016,"1,14,943km",Petrol,First Owner,Hatchback,Noida,219599.0
1855,Toyota,Etios,Liva GD,2013,"1,12,188km",Diesel,First Owner,Hatchback,Noida,273299.0
1856,Volkswagen,Polo,HIGHLINE1.5L DIESEL,2015,"1,41,160km",Diesel,First Owner,Hatchback,Noida,350299.0
1857,Maruti,Alto,LXI,2008,"21,728km",Petrol,Second Owner,Hatchback,Noida,136499.0
1858,Maruti,Swift,ZXI 1.3,2008,"64,705km",Petrol,Third Owner,Hatchback,Noida,207899.0
1859,Maruti,Alto,K10 VXI,2011,"47,593km",Petrol,First Owner,Hatchback,Noida,178099.0
1860,Maruti,Swift,LXI,2018,"23,224km",Petrol,First Owner,Hatchback,Noida,452899.0
1861,Honda,Brio,1.2 S MT I VTEC,2015,"39,625km",Petrol,First Owner,Hatchback,Noida,306699.0
1862,Maruti,Baleno,DELTA 1.2 K12,2017,"18,533km",Petrol,First Owner,Hatchback,Noida,539299.0
1863,Maruti,Alto,LXI,2019,"5,251km",Petrol,First Owner,Hatchback,Noida,356699.0
1864,Maruti,Alto,K10 VXI (O) AMT,2017,"31,495km",Petrol,First Owner,Hatchback,Noida,357299.0
1865,Honda,Jazz,1.2 V MT,2018,"17,688km",Petrol,First Owner,Hatchback,Noida,590399.0
1866,Maruti,New,Wagon-R ZXI 1.2,2019,"17,847km",Petrol,First Owner,Hatchback,Noida,479199.0
1867,Maruti,Swift,VXI 1.3,2009,"28,685km",Petrol,First Owner,Hatchback,Noida,209599.0
1868,Maruti,Swift,VDI ABS,2017,"35,172km",Diesel,First Owner,Hatchback,Noida,498699.0
1869,Maruti,Baleno,ALPHA 1.2 K12,2015,"48,950km",Petrol,First Owner,Hatchback,Noida,512899.0
1870,Maruti,S,PRESSO VXI PLUS,2020,"22,457km",Petrol,First Owner,Hatchback,Noida,400199.0
1871,Maruti,Alto,LXI,2007,"57,718km",Petrol,Second Owner,Hatchback,Noida,92799.0
1872,Toyota,Etios,Liva D 4D GD SP,2013,"64,430km",Diesel,First Owner,Hatchback,Noida,311299.0
1873,Maruti,Swift,VXI,2018,"58,099km",Petrol,First Owner,Hatchback,Noida,506499.0
1874,Honda,Brio,1.2 S MT I VTEC,2011,"1,12,222km",Petrol,First Owner,Hatchback,Noida,223699.0
1875,Hyundai,Elite,i20 ASTA 1.4 CRDI,2015,"75,034km",Diesel,Second Owner,Hatchback,Noida,609199.0
1876,Maruti,Swift,VDI,2013,"1,09,717km",Diesel,First Owner,Hatchback,Noida,300099.0
1877,Maruti,Alto,800 LXI,2018,"21,941km",Petrol,Second Owner,Hatchback,Noida,277399.0
1878,Maruti,Swift,VXI,2016,"34,848km",Petrol,Second Owner,Hatchback,Noida,439199.0
1879,Hyundai,Elite,i20 1.4 CRDI ASTA (O),2017,"64,141km",Diesel,First Owner,Hatchback,Noida,665475.0
1880,Maruti,Swift,Dzire VDI BS IV,2013,"44,284km",Diesel,First Owner,Sedan,Noida,375499.0
1881,Maruti,Ciaz,DELTA 1.5 SHVS VVT MT,2020,"6,277km",Petrol,First Owner,Sedan,Noida,845199.0
1882,Toyota,Etios,VX,2011,"49,654km",Petrol,Second Owner,Sedan,Noida,316399.0
1883,Maruti,Swift,Dzire VDI BS IV,2013,"39,947km",Diesel,First Owner,Sedan,Noida,402599.0
1884,Honda,City,V MT PETROL,2012,"54,643km",Petrol,First Owner,Sedan,Noida,419199.0
1885,Maruti,Swift,Dzire VDI BS IV,2012,"42,478km",Diesel,Second Owner,Sedan,Noida,338499.0
1886,Maruti,Swift,Dzire VDI BS IV,2012,"82,064km",Diesel,First Owner,Sedan,Noida,340399.0
1887,Maruti,Swift,Dzire ZDI,2012,"52,072km",Diesel,First Owner,Sedan,Noida,360499.0
1888,Honda,Amaze,1.5 SMT I DTEC,2013,"56,121km",Diesel,First Owner,Sedan,Noida,281299.0
1889,Maruti,Swift,Dzire VDI BS IV,2014,"49,118km",Diesel,First Owner,Sedan,Noida,370999.0
1890,Maruti,Dzire,VXI,2017,"32,466km",Petrol,First Owner,Sedan,Noida,594199.0
1891,Honda,City,S MT PETROL,2010,"35,578km",Petrol,First Owner,Sedan,Noida,383099.0
1892,Honda,City,S MT PETROL,2010,"62,808km",Petrol,First Owner,Sedan,Noida,399799.0
1893,Maruti,Ciaz,DELTA 1.3 DDIS SHVS,2017,"36,027km",Diesel,First Owner,Sedan,Noida,586099.0
1894,Maruti,Swift,Dzire VDI BS IV,2012,"79,776km",Diesel,First Owner,Sedan,Noida,336299.0
1895,Maruti,Swift,Dzire VDI BS IV,2012,"68,930km",Diesel,First Owner,Sedan,Noida,302999.0
1896,Toyota,YARIS,J MT,2018,"14,718km",Petrol,First Owner,Sedan,Noida,743899.0
1897,Maruti,Swift,Dzire VXI 1.3,2008,"58,317km",Petrol,Second Owner,Sedan,Noida,196499.0
1898,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2013,"73,591km",Diesel,First Owner,Sedan,Noida,425699.0
1899,Hyundai,Verna,FLUIDIC 1.6 VTVT S,2015,"54,018km",Petrol,Fourth Owner,Sedan,Noida,505199.0
1900,Honda,Amaze,1.5 VXMT I DTEC,2013,"63,748km",Diesel,Third Owner,Sedan,Noida,283599.0
1901,Maruti,Swift,Dzire VDI BS IV,2013,"64,867km",Diesel,First Owner,Sedan,Noida,339999.0
1902,Toyota,Etios,G,2012,"75,034km",Petrol,First Owner,Sedan,Noida,281499.0
1903,Maruti,Swift,Dzire VXI,2010,"61,308km",Petrol,First Owner,Sedan,Noida,282899.0
1904,Honda,City,V MT SUNROOF,2012,"68,161km",Petrol,First Owner,Sedan,Noida,453099.0
1905,Honda,City,S MT PETROL,2010,"86,479km",Petrol,Third Owner,Sedan,Noida,291199.0
1906,Maruti,Swift,Dzire VDI BS IV,2012,"94,644km",Diesel,First Owner,Sedan,Noida,307199.0
1907,Ford,Fiesta,TITANIUM DIESEL,2012,"68,356km",Diesel,Second Owner,Sedan,Noida,302499.0
1908,Maruti,SX4,VXI,2008,"68,597km",Petrol,Second Owner,Sedan,Noida,176999.0
1909,Maruti,Swift,Dzire VDI BS IV,2013,"62,602km",Diesel,First Owner,Sedan,Noida,346199.0
1910,Honda,Amaze,1.5 EXMT I DTEC,2013,"72,461km",Diesel,First Owner,Sedan,Noida,286599.0
1911,Maruti,Swift,Dzire ZDI,2013,"67,598km",Diesel,Second Owner,Sedan,Noida,396099.0
1912,Toyota,Etios,GD,2013,"93,938km",Diesel,Second Owner,Sedan,Noida,289199.0
1913,Maruti,Swift,Dzire VDI,2013,"90,775km",Diesel,First Owner,Sedan,Noida,354999.0
1914,Honda,City,S MT PETROL,2012,"71,335km",Petrol,First Owner,Sedan,Noida,445099.0
1915,Maruti,Swift,Dzire ZXI 1.2 BS IV,2015,"62,674km",Petrol,Second Owner,Sedan,Noida,435399.0
1916,Toyota,Etios,VX,2011,"1,06,148km",Petrol,Second Owner,Sedan,Noida,258599.0
1917,Renault,Scala,RXZ,2013,"63,107km",Diesel,First Owner,Sedan,Noida,289599.0
1918,Maruti,Swift,Dzire VDI BS IV,2012,"77,954km",Diesel,Second Owner,Sedan,Noida,293899.0
1919,Honda,City,ZX GXI,2008,"1,02,509km",Petrol,First Owner,Sedan,Noida,162199.0
1920,Honda,City,S MT PETROL,2011,"86,581km",Petrol,Second Owner,Sedan,Noida,321899.0
1921,Maruti,Swift,Dzire ZDI,2012,"79,396km",Diesel,First Owner,Sedan,Noida,358799.0
1922,Maruti,Swift,Dzire VDI BS IV,2015,"69,039km",Diesel,First Owner,Sedan,Noida,425099.0
1923,Maruti,Swift,Dzire VDI BS IV,2012,"81,549km",Diesel,First Owner,Sedan,Noida,367999.0
1924,Hyundai,Verna,1.6 CRDI SX + AT,2018,"38,712km",Diesel,First Owner,Sedan,Noida,885799.0
1925,Maruti,Ciaz,VDI+ SHVS,2017,"60,966km",Diesel,First Owner,Sedan,Noida,571699.0
1926,Maruti,Swift,Dzire LDI BS IV,2013,"72,772km",Diesel,First Owner,Sedan,Noida,282499.0
1927,Maruti,Swift,Dzire VDI BS IV,2012,"95,472km",Diesel,First Owner,Sedan,Noida,282999.0
1928,Maruti,Swift,Dzire VDI,2013,"79,116km",Diesel,First Owner,Sedan,Noida,369899.0
1929,Maruti,Swift,Dzire ZDI,2013,"77,823km",Diesel,First Owner,Sedan,Noida,371099.0
1930,Honda,City,S MT DIESEL,2014,"69,406km",Diesel,First Owner,Sedan,Noida,439399.0
1931,Maruti,Swift,Dzire ZDI,2013,"88,228km",Diesel,First Owner,Sedan,Noida,423799.0
1932,Maruti,Swift,Dzire VDI ABS,2015,"78,413km",Diesel,First Owner,Sedan,Noida,465499.0
1933,Maruti,Swift,Dzire ZDI,2012,"86,622km",Diesel,First Owner,Sedan,Noida,351399.0
1934,Maruti,Swift,Dzire VXI,2008,"89,412km",Petrol,Second Owner,Sedan,Noida,177899.0
1935,Maruti,Swift,Dzire VDI BS IV,2015,"75,571km",Diesel,Second Owner,Sedan,Noida,400499.0
1936,Maruti,Swift,Dzire VDI BS IV,2012,"1,15,770km",Diesel,First Owner,Sedan,Noida,298899.0
1937,Volkswagen,Jetta,TRENDLINE 1.4 TSI MT,2012,"88,973km",Petrol,Second Owner,Sedan,Noida,439699.0
1938,Hyundai,Verna,FLUIDIC 1.6 SX CRDI OPT,2012,"88,559km",Diesel,First Owner,Sedan,Noida,441899.0
1939,Maruti,Swift,Dzire VDI BS IV,2012,"97,973km",Diesel,First Owner,Sedan,Noida,341399.0
1940,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2014,"82,592km",Diesel,Second Owner,Sedan,Noida,445999.0
1941,Maruti,Swift,Dzire VDI BS IV,2012,"90,249km",Diesel,First Owner,Sedan,Noida,310299.0
1942,Honda,City,S MT PETROL,2011,"1,36,865km",Petrol,First Owner,Sedan,Noida,311399.0
1943,Volkswagen,Vento,COMFORTLINE DIESEL,2014,"82,081km",Diesel,First Owner,Sedan,Noida,314999.0
1944,Maruti,Swift,Dzire VDI BS IV,2014,"82,140km",Diesel,Second Owner,Sedan,Noida,359899.0
1945,Maruti,Swift,Dzire VDI BS IV,2013,"78,368km",Diesel,First Owner,Sedan,Noida,415799.0
1946,Maruti,Swift,Dzire VDI BS IV,2014,"95,770km",Diesel,First Owner,Sedan,Noida,367599.0
1947,Maruti,Swift,Dzire VDI BS IV,2013,"83,315km",Diesel,First Owner,Sedan,Noida,365199.0
1948,Maruti,Swift,Dzire LDI BS IV,2015,"99,782km",Diesel,First Owner,Sedan,Noida,367699.0
1949,Renault,Scala,RXZ,2013,"89,370km",Diesel,First Owner,Sedan,Noida,252199.0
1950,Maruti,Swift,Dzire VDI BS IV,2012,"1,05,522km",Diesel,First Owner,Sedan,Noida,313899.0
1951,Honda,City,S MT PETROL,2010,"1,13,701km",Petrol,First Owner,Sedan,Noida,346399.0
1952,Maruti,Swift,Dzire LDI BS IV,2015,"87,852km",Diesel,First Owner,Sedan,Noida,371999.0
1953,Maruti,Swift,Dzire LDI BS IV,2014,"78,720km",Diesel,First Owner,Sedan,Noida,281199.0
1954,Maruti,Swift,Dzire LDI OPT,2015,"1,16,156km",Diesel,First Owner,Sedan,Noida,345999.0
1955,Honda,Amaze,1.5 SMT I DTEC,2018,"56,926km",Diesel,First Owner,Sedan,Noida,552099.0
1956,Skoda,Rapid,1.5 TDI AT ELEGANCE,2015,"1,11,357km",Diesel,Second Owner,Sedan,Noida,367799.0
1957,Hyundai,Verna,FLUIDIC 1.6 SX CRDI OPT,2012,"95,741km",Diesel,First Owner,Sedan,Noida,399699.0
1958,Volkswagen,Vento,HIGHLINE DIESEL,2013,"95,866km",Diesel,First Owner,Sedan,Noida,332299.0
1959,Maruti,Swift,Dzire VDI BS IV,2014,"92,793km",Diesel,First Owner,Sedan,Noida,389099.0
1960,Toyota,Etios,GD,2012,"1,21,820km",Diesel,First Owner,Sedan,Noida,279399.0
1961,Maruti,Swift,Dzire LDI BS IV,2013,"82,016km",Diesel,Second Owner,Sedan,Noida,279199.0
1962,Maruti,Swift,Dzire VDI BS IV,2014,"98,400km",Diesel,First Owner,Sedan,Noida,353099.0
1963,Maruti,Swift,Dzire VDI BS IV,2014,"88,835km",Diesel,First Owner,Sedan,Noida,344299.0
1964,Maruti,Swift,Dzire VDI BS IV,2012,"1,45,373km",Diesel,First Owner,Sedan,Noida,326399.0
1965,Maruti,Swift,Dzire VDI BS IV,2012,"1,14,962km",Diesel,First Owner,Sedan,Noida,327899.0
1966,Honda,City,S MT PETROL,2010,"1,42,754km",Petrol,Third Owner,Sedan,Noida,309299.0
1967,Maruti,Ciaz,VDI+ SHVS,2015,"95,637km",Diesel,First Owner,Sedan,Noida,526799.0
1968,Maruti,Swift,Dzire VDI BS IV,2013,"1,04,976km",Diesel,Second Owner,Sedan,Noida,323199.0
1969,Maruti,Swift,Dzire VDI BS IV,2012,"1,02,746km",Diesel,First Owner,Sedan,Noida,334799.0
1970,Maruti,Swift,Dzire LDI BS IV,2013,"1,46,512km",Diesel,First Owner,Sedan,Noida,269699.0
1971,Maruti,Swift,Dzire VXI AT,2013,"99,254km",Petrol,Second Owner,Sedan,Noida,322099.0
1972,Maruti,Swift,Dzire VDI BS IV,2013,"1,54,164km",Diesel,First Owner,Sedan,Noida,310699.0
1973,Maruti,Swift,Dzire VDI BS IV,2013,"1,29,364km",Diesel,First Owner,Sedan,Noida,335899.0
1974,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2013,"1,34,080km",Diesel,First Owner,Sedan,Noida,378199.0
1975,Maruti,Swift,Dzire VDI BS IV,2012,"1,27,042km",Diesel,First Owner,Sedan,Noida,287799.0
1976,Honda,Amaze,1.5 SMT I DTEC,2013,"93,447km",Diesel,First Owner,Sedan,Noida,318099.0
1977,Honda,City,S MT PETROL,2010,"1,27,375km",Petrol,First Owner,Sedan,Noida,386799.0
1978,Volkswagen,Vento,HIGHLINE DIESEL,2013,"1,92,715km",Diesel,First Owner,Sedan,Noida,370699.0
1979,Honda,Amaze,1.2 SMT I VTEC,2014,"1,40,387km",Petrol,First Owner,Sedan,Noida,369299.0
